Distance_km,Transport_Mode,Weather,Traffic_Level,Fuel_Price,Carrier_Rating,Warehouse_Time_hr,Delivery_Delay_hr
2062,Air,Rainy,Medium,93.0331872355352,3.9,22,25.35
1597,Truck,Rainy,Low,82.5879693272724,3.0,44,22.01
344,Rail,Clear,High,88.74261363984023,1.6,2,4.93
2035,Ship,Rainy,Low,109.9973524292441,4.6,29,26.2
1297,Ship,Storm,High,111.71277517925859,2.2,13,39.04
1598,Air,Storm,Low,85.20912388142581,3.9,35,42.83
1740,Air,Rainy,Medium,93.45072152763939,4.1,13,14.52
1186,Air,Storm,High,113.69098881400262,4.9,34,37.84
1306,Ship,Storm,Medium,72.63366659148485,3.0,19,31.48
2114,Rail,Clear,High,114.45724809978927,3.5,9,19.99
409,Ship,Storm,Low,80.95921728261658,2.3,31,27.01
2963,Truck,Fog,High,103.92696221071878,3.7,33,42.59
749,Ship,Fog,Medium,99.12758481923001,2.9,27,14.33
497,Truck,Clear,High,97.6470374094626,2.8,45,27.57
2953,Rail,Rainy,Low,112.96801123764106,4.4,2,23.91
2462,Air,Clear,High,75.07860718223307,1.2,15,40.47
724,Air,Rainy,Medium,87.3514012662818,4.5,19,12.2
1057,Ship,Rainy,Low,96.91263731723828,4.4,31,19.01
1399,Air,Rainy,Medium,110.56444269730198,3.0,16,16.85
2564,Rail,Rainy,High,80.82215417058357,3.0,43,58.41
2511,Air,Rainy,Medium,110.14649206871381,2.4,15,20.19
635,Ship,Clear,High,89.98192412469679,5.0,6,15.83
1306,Rail,Rainy,Low,79.44569282168477,1.4,14,15.81
1297,Truck,Storm,Medium,107.94932202217413,3.4,27,32.52
1043,Ship,Storm,Medium,74.54494507372739,3.7,38,30.4
1485,Truck,Rainy,High,95.73836870377215,4.7,19,19.44
621,Rail,Storm,Medium,73.19378919309442,4.1,37,28.93
2432,Ship,Fog,Medium,87.82089275788938,3.6,43,43.83
1295,Ship,Clear,Low,100.05383995031963,1.5,4,14.32
2134,Rail,Clear,High,97.80577707436066,2.5,26,34.63
1038,Air,Rainy,High,90.23277089523333,1.6,9,37.74
327,Ship,Rainy,Low,91.45239969860579,4.5,41,20.76
1269,Ship,Fog,Low,81.33847766753833,4.0,40,29.36
1937,Truck,Rainy,High,92.79412942120514,4.0,15,25.11
533,Air,Storm,Low,117.66274278604172,3.6,41,25.5
1315,Truck,Fog,Low,112.52264588918952,3.0,37,24.25
780,Truck,Storm,Low,77.26164345381719,1.6,4,22.01
2289,Air,Clear,High,71.48903936604604,2.3,26,34.34
1090,Air,Storm,Low,116.67621563583154,1.5,18,21.56
2621,Rail,Clear,Medium,96.33748749403739,3.9,41,41.61
967,Air,Storm,Medium,96.89189115746538,1.6,35,35.57
2498,Ship,Clear,High,109.03589978532611,3.8,41,42.03
935,Air,Rainy,Low,85.73444869356632,3.8,41,16.79
2802,Rail,Storm,Medium,94.09537844180011,2.8,29,54.11
71,Rail,Clear,High,118.43314565733688,1.5,24,19.5
523,Rail,Storm,Medium,103.60743434662035,2.3,4,5.81
2307,Air,Fog,Low,77.68725159978929,2.3,21,22.5
2403,Air,Rainy,High,76.66133739921767,3.8,39,42.12
753,Truck,Clear,Medium,80.21323791665027,1.5,7,11.69
736,Truck,Fog,High,108.33558372103587,4.3,23,21.24
334,Ship,Storm,Medium,84.7688501920308,4.0,40,31.0
765,Truck,Fog,Medium,71.06944233375398,1.7,21,7.3
812,Ship,Storm,Low,117.2087181752831,3.9,1,11.94
1300,Rail,Rainy,Low,78.48567081974554,3.7,41,33.23
997,Truck,Fog,Medium,70.47790930740342,4.0,25,21.13
2478,Air,Rainy,High,81.85658011916615,1.8,31,46.47
2557,Truck,Clear,High,81.75143935590668,1.6,44,64.11
1080,Ship,Storm,Low,91.10026254228615,1.9,38,39.05
78,Truck,Storm,Medium,116.01949157500184,2.5,45,33.49
956,Rail,Rainy,Low,113.9592458889549,4.2,5,3.88
2976,Air,Rainy,Medium,92.8447277491214,4.0,31,33.36
2176,Ship,Clear,Medium,90.54499524959033,4.7,1,8.48
2556,Air,Fog,Low,97.75045432374256,1.2,30,39.07
619,Air,Storm,High,82.17270059858829,1.0,18,30.13
2056,Ship,Storm,Low,72.60924959831814,3.8,8,18.12
1503,Air,Clear,Medium,116.96120680856033,2.1,26,18.7
787,Air,Clear,Low,79.33494924385863,2.3,40,21.68
565,Truck,Rainy,High,79.92003646228582,3.2,15,18.39
2050,Air,Rainy,High,93.62301644269738,1.4,19,35.12
2494,Air,Fog,Medium,94.58066724201653,3.6,10,22.38
88,Air,Clear,Low,70.9217104850371,2.3,24,3.35
936,Air,Fog,High,77.39773693869853,3.5,16,18.48
2894,Ship,Clear,Low,88.90774092803709,4.3,43,48.44
2254,Rail,Storm,High,104.18653467552696,1.7,31,53.42
1148,Truck,Clear,Medium,81.42092284159679,4.7,44,16.54
2981,Air,Clear,Medium,91.15072231208813,3.1,16,25.35
1873,Air,Storm,Low,97.86725323582334,4.7,16,30.27
1760,Ship,Clear,Medium,114.42962473116461,1.8,28,26.88
1023,Rail,Fog,High,86.30352511635617,3.4,20,21.06
1612,Air,Rainy,Medium,76.67791329317417,2.6,35,25.36
2946,Ship,Rainy,High,94.46361129488041,4.1,9,36.28
2845,Truck,Fog,High,107.3360800842031,3.4,40,48.15
1038,Truck,Storm,Medium,75.49298785263667,3.0,10,18.45
70,Air,Clear,High,91.23417458484802,4.7,45,17.54
2400,Air,Fog,High,70.88925706312418,2.5,18,40.61
918,Rail,Rainy,Low,71.67795908236256,1.9,45,26.77
133,Rail,Rainy,Low,94.14766816083328,3.4,45,20.07
1732,Air,Fog,Low,84.90986490754648,3.5,15,11.85
2026,Ship,Rainy,Medium,112.2553649502706,2.8,45,45.83
1460,Rail,Fog,Low,100.10771530632272,2.9,30,30.19
1580,Air,Rainy,High,92.69664808714953,4.8,32,20.65
619,Rail,Fog,Medium,90.39676855271482,3.9,40,14.38
983,Air,Clear,Medium,94.86227400947817,1.4,27,22.92
2030,Truck,Clear,Medium,72.02194156063307,1.8,27,23.6
1905,Air,Clear,Medium,114.63966782103299,4.9,19,18.09
842,Truck,Clear,High,119.91515778669792,3.9,10,15.75
841,Rail,Rainy,High,79.07435624293493,4.7,44,28.09
1859,Air,Storm,Low,76.01914823873099,2.2,46,49.88
1344,Rail,Fog,Medium,77.17887317242976,4.0,6,4.97
2589,Truck,Storm,Low,103.05135291171835,3.9,24,28.87
2305,Air,Rainy,High,103.07204192253874,2.2,9,36.06
1657,Rail,Rainy,Medium,112.39620811392055,3.2,27,28.55
1133,Truck,Storm,High,107.59131942131266,3.5,7,38.35
2527,Rail,Storm,Low,92.48448366846699,2.9,6,21.43
1034,Ship,Rainy,High,100.64276807826595,4.3,33,29.99
1730,Truck,Rainy,Medium,104.4142335184004,4.3,21,9.36
569,Truck,Fog,Medium,95.63682351426127,4.4,46,28.67
640,Truck,Clear,Low,93.78254922258184,4.2,38,19.44
1100,Air,Clear,Medium,102.25487228213267,3.0,44,22.24
1759,Air,Fog,High,97.87372744878269,2.5,17,32.99
2085,Air,Storm,High,102.19711526679552,4.3,31,42.98
2296,Ship,Rainy,High,100.64273869816819,3.0,37,44.96
2484,Ship,Storm,High,105.95982802568273,2.0,11,45.37
398,Truck,Clear,Low,102.1401754391438,3.0,28,20.7
1009,Ship,Clear,High,95.98712432186336,1.6,5,26.46
2013,Rail,Storm,Low,104.08984056421932,3.8,12,25.54
742,Truck,Clear,High,92.4740982592714,2.3,3,17.61
1609,Truck,Rainy,Low,82.08356129863006,2.0,41,34.36
427,Rail,Fog,High,70.07091100669577,4.8,38,14.61
2996,Truck,Storm,High,97.99820735729216,4.1,2,37.28
576,Ship,Rainy,Low,99.53276133043205,4.1,26,22.24
2831,Air,Rainy,Medium,118.60244823878571,3.5,2,24.1
2303,Rail,Clear,Medium,88.07391670471378,4.4,12,25.23
2552,Ship,Rainy,Medium,89.70666214141559,4.0,40,36.46
1309,Rail,Storm,Low,80.08997906710951,3.4,2,14.59
1925,Rail,Rainy,Medium,73.52671476186609,4.8,41,30.29
1813,Truck,Fog,Medium,108.64022464308704,1.8,16,21.2
570,Truck,Rainy,Low,82.48405321696625,4.8,30,3.63
1751,Ship,Rainy,Medium,100.4452430515019,2.6,47,30.79
1066,Rail,Fog,Medium,104.38865177727408,3.1,46,31.0
2823,Truck,Rainy,Medium,93.56183436458238,1.5,36,41.33
1063,Truck,Rainy,Low,113.81760565135957,3.2,4,6.36
2598,Rail,Clear,Low,92.18974204898643,3.4,11,25.85
166,Ship,Storm,Medium,84.24543115208826,5.0,24,15.23
2483,Ship,Clear,Medium,114.80077614808113,4.9,18,29.76
1417,Rail,Storm,Low,113.07821421249783,4.9,27,22.38
633,Ship,Fog,Medium,78.20199735382064,2.4,37,22.88
444,Truck,Fog,Low,71.29805091769605,5.0,2,-0.78
1137,Rail,Fog,Medium,74.49927781748103,2.8,15,18.2
2818,Truck,Storm,Low,84.32736992769085,4.4,11,27.82
121,Air,Storm,High,118.61299008708554,1.9,27,30.18
323,Air,Storm,High,97.92580765804125,3.0,47,47.31
2063,Ship,Fog,Low,88.66308660146345,4.9,23,21.83
1393,Air,Storm,High,114.43580473063732,4.8,35,42.25
387,Truck,Rainy,Medium,92.65681657392498,3.7,30,15.37
1439,Air,Clear,Low,85.76193142005106,4.2,47,24.36
656,Truck,Fog,Low,117.06097643728287,1.7,24,24.33
215,Ship,Clear,Medium,112.4758833096339,3.9,19,6.35
1617,Ship,Rainy,Medium,112.18341877097205,3.5,29,26.27
2108,Truck,Storm,Low,95.61423715251065,1.4,13,26.47
1374,Air,Clear,Medium,109.47191994077275,1.5,23,26.21
778,Ship,Rainy,Low,78.9676679632276,1.4,12,13.51
2898,Rail,Rainy,Medium,98.66114787781218,3.9,41,49.8
2093,Ship,Clear,Low,119.19229614237729,1.6,29,30.67
151,Air,Fog,Medium,84.54792152589809,2.9,6,-6.23
1465,Rail,Clear,Medium,109.71761646238376,2.4,23,17.94
828,Air,Fog,High,94.52392036040337,3.2,31,22.86
263,Truck,Storm,High,71.99028416110437,3.8,45,29.94
1161,Rail,Fog,High,108.15096989078337,3.7,21,29.16
1626,Air,Storm,Medium,78.42845721960563,3.1,24,38.7
2498,Rail,Clear,Low,101.57367835663752,2.9,8,22.2
2685,Air,Storm,Medium,74.28320970234864,2.6,44,51.69
2986,Rail,Rainy,High,117.34336987479824,4.4,9,24.48
1745,Air,Storm,Medium,84.58619435901804,2.3,22,37.33
641,Truck,Fog,High,81.32323458386975,2.0,4,20.68
1383,Rail,Fog,High,76.45682020331671,4.0,13,17.14
1159,Rail,Fog,Low,117.30010966695238,2.4,34,23.21
2189,Rail,Storm,Low,105.59518712206525,4.4,3,26.76
2770,Rail,Fog,High,107.08304443590444,2.3,37,58.22
763,Truck,Fog,High,94.97022806901222,3.8,28,23.03
985,Rail,Rainy,Medium,93.73638926352417,1.2,26,21.43
2001,Ship,Storm,High,75.50106214957383,2.5,46,56.91
291,Truck,Rainy,Medium,97.99205477919959,2.4,34,7.98
2093,Ship,Fog,High,82.34582475543952,4.3,15,20.6
51,Rail,Fog,Low,118.8572666400203,4.9,8,-9.33
2322,Air,Fog,Low,109.82904700075737,2.8,35,40.18
2898,Ship,Storm,High,90.64960300964438,4.3,24,48.7
1818,Rail,Clear,Medium,77.56706293457665,3.8,37,26.43
1999,Ship,Fog,Medium,109.2665845569392,4.9,4,9.45
2686,Rail,Fog,Medium,76.1026883540658,4.2,12,23.77
2213,Rail,Fog,High,79.46668767485352,1.3,19,45.54
967,Rail,Fog,High,80.57602588721137,3.9,15,16.61
2291,Air,Storm,Low,97.84453191365472,3.1,30,37.78
2968,Ship,Clear,Low,109.35283269951832,1.1,45,50.11
139,Truck,Clear,High,85.71574393623462,2.0,37,32.67
1759,Truck,Clear,Low,74.23349071376447,4.7,12,11.68
2219,Truck,Fog,Medium,93.22692317622096,4.7,19,16.38
192,Truck,Fog,Medium,107.40551205799677,4.2,34,8.02
155,Rail,Clear,High,81.08319215436941,4.9,7,3.89
936,Ship,Clear,Medium,80.99622740196871,4.2,28,18.4
477,Ship,Fog,High,117.36135136733554,1.0,28,29.8
1378,Air,Fog,Medium,117.70768635595888,2.2,29,18.65
1945,Ship,Rainy,High,119.52328660307882,1.1,37,39.0
2044,Ship,Rainy,Medium,110.382980078739,1.4,20,26.02
366,Ship,Rainy,Medium,79.40920845839727,1.9,11,8.78
2036,Air,Clear,Low,80.59907603996307,3.0,39,27.56
684,Truck,Storm,Low,87.0112620761196,4.4,42,26.0
1975,Ship,Fog,Low,85.90662656667455,4.4,23,19.49
2106,Air,Rainy,Low,117.82638745390045,3.5,46,41.77
2871,Air,Storm,Low,109.45369914408468,4.7,20,41.95
2320,Rail,Fog,Low,106.20043960807769,3.0,20,31.72
1489,Air,Storm,High,79.29816120290658,4.6,11,35.88
602,Truck,Clear,High,115.47627796811648,2.8,2,7.89
765,Ship,Clear,Low,111.3935189753087,2.1,13,4.01
1337,Air,Clear,High,78.18209206639618,4.7,13,12.57
1763,Truck,Rainy,Low,113.55851659804863,2.6,41,23.74
1933,Air,Fog,High,83.61237681852356,3.0,15,26.54
1157,Air,Clear,Medium,74.0434872916053,2.3,31,20.55
1391,Air,Rainy,High,102.8411153257105,3.7,23,29.95
160,Air,Rainy,High,102.69023296921654,5.0,22,10.68
300,Air,Rainy,High,74.74660047828091,1.1,16,14.35
2480,Truck,Rainy,Medium,85.94259044682912,4.6,42,36.02
2104,Ship,Clear,Low,119.64072311277693,1.0,29,28.35
508,Ship,Rainy,High,103.92133335043684,2.5,20,23.21
1157,Ship,Clear,High,106.50375833016645,1.7,28,26.24
257,Ship,Clear,Medium,80.64586428021528,4.0,27,2.37
949,Truck,Rainy,Low,73.93910355019571,1.2,44,33.18
71,Rail,Clear,High,83.84508448704688,3.2,29,19.68
459,Rail,Fog,Medium,82.4449192596596,2.2,5,-5.93
944,Truck,Fog,Low,81.72720503740265,1.5,42,31.72
564,Truck,Storm,Low,79.63771609435197,4.1,38,22.73
858,Air,Fog,High,98.73778453277022,1.9,38,29.91
923,Air,Clear,High,86.40517379209109,1.9,44,36.37
63,Air,Clear,High,111.01725075237653,2.1,2,8.36
1020,Ship,Fog,High,79.19737089236921,3.3,45,36.33
2184,Air,Rainy,Medium,93.23135354342722,3.6,20,24.39
1610,Rail,Rainy,Medium,70.682891821304,1.1,43,33.28
1374,Ship,Clear,High,94.08411612275961,2.0,47,43.3
1316,Air,Rainy,Low,72.79191104382372,2.7,13,13.67
2219,Ship,Storm,High,118.88617559363217,2.3,26,57.62
799,Rail,Storm,Low,109.52960643252064,4.5,35,29.42
734,Air,Fog,Low,94.50557383182277,4.2,46,17.32
1977,Rail,Fog,Low,74.32936790896751,3.5,8,14.38
2406,Rail,Rainy,Medium,99.62227203952071,2.4,28,33.5
744,Rail,Clear,Low,107.93818753509387,3.8,41,26.84
2385,Air,Fog,Low,79.53586265023726,4.4,15,29.61
356,Truck,Storm,Medium,98.41041703937454,3.4,8,8.78
2039,Air,Fog,Low,110.7105449191434,4.1,11,13.02
711,Rail,Fog,Low,108.41238888231581,4.0,29,8.3
598,Air,Storm,High,110.14960089335764,3.3,5,21.14
361,Rail,Clear,Low,113.96617124348599,2.2,47,34.23
2970,Truck,Fog,Low,116.88410510797351,4.0,47,47.9
1132,Ship,Fog,Low,90.2760577601768,1.8,7,3.25
1787,Truck,Fog,Low,98.43845512614386,4.1,18,15.04
804,Truck,Rainy,Low,109.53297630228055,4.2,28,10.52
84,Ship,Fog,Medium,104.85699069728915,4.3,12,-5.87
494,Air,Storm,Low,119.77601141321894,2.9,12,13.2
2190,Ship,Clear,Low,70.6838825552322,1.8,36,38.15
2032,Air,Clear,Medium,87.75666076578953,1.4,29,35.43
1280,Air,Storm,Medium,84.05139631351012,4.0,11,25.76
402,Rail,Rainy,Low,83.11579250827673,4.5,6,0.64
952,Rail,Storm,Low,81.12648912494429,3.6,21,13.05
1405,Ship,Clear,Low,105.45619204076145,1.6,10,10.56
2959,Truck,Storm,High,74.2379736637661,4.7,32,53.4
1798,Ship,Rainy,High,107.08044169716692,5.0,47,40.22
208,Air,Clear,Low,104.67129210081367,2.7,33,17.49
2027,Rail,Rainy,Medium,82.54020662504482,3.4,17,22.19
1006,Ship,Storm,Low,82.64168915825806,4.1,3,13.61
2121,Ship,Fog,Medium,101.44302926722511,3.9,43,36.1
453,Rail,Storm,Medium,108.10855527418389,4.9,18,12.45
2902,Rail,Rainy,Medium,113.82428065436827,1.5,10,31.45
565,Rail,Storm,Low,112.60697819272379,3.3,41,35.18
2829,Air,Fog,Low,118.24414970819265,3.8,39,39.77
1437,Rail,Rainy,Medium,99.06924476682556,4.6,43,26.52
2629,Truck,Storm,High,115.43277806701798,4.5,8,39.12
1005,Ship,Rainy,High,110.42566366302054,4.9,34,31.74
2249,Rail,Rainy,High,114.73338121570069,3.0,37,37.45
1762,Rail,Clear,Medium,70.58133006426833,4.3,41,38.4
657,Air,Clear,Low,118.29514959329055,2.7,33,11.79
2517,Air,Rainy,Medium,93.67650814232391,2.7,10,21.5
1323,Ship,Storm,High,109.90914947874214,2.0,40,50.95
2963,Truck,Storm,Low,76.36020596688904,4.3,18,45.18
1585,Ship,Storm,Medium,89.7970547906987,4.9,25,21.53
2675,Rail,Fog,Medium,83.57303315104954,2.0,42,38.29
2432,Truck,Rainy,High,84.58293852504686,1.2,41,51.81
1491,Truck,Rainy,Medium,76.16278099754409,4.3,36,36.03
1847,Truck,Fog,Low,110.28819162715035,3.5,2,18.7
344,Truck,Rainy,High,70.4621157290539,4.8,19,10.1
804,Ship,Rainy,High,85.62527284926013,2.0,10,4.94
1444,Air,Fog,Low,78.72052716082075,1.3,3,13.75
235,Air,Clear,High,99.45194703041702,3.0,19,15.66
1319,Rail,Rainy,Medium,82.71262013072719,1.3,26,21.68
686,Air,Fog,Medium,82.94992272640498,2.0,47,22.11
1341,Air,Storm,High,94.41690719976594,1.5,25,41.71
579,Air,Clear,Low,102.63445196704629,1.9,17,5.78
2118,Air,Storm,Medium,76.06523522825819,1.4,10,42.74
2964,Rail,Rainy,Low,78.77557262327481,4.8,46,50.62
843,Ship,Clear,Medium,82.35873722972588,2.1,11,13.02
2197,Truck,Fog,Medium,118.68741070589803,2.8,11,22.32
2849,Air,Rainy,High,89.85762499714602,4.6,12,29.99
527,Ship,Fog,High,99.94950453155133,3.7,40,25.77
1672,Air,Clear,Low,82.0771406357989,3.5,8,21.92
989,Air,Storm,High,94.5229762578744,3.8,24,36.63
575,Truck,Rainy,Medium,73.7059587192979,4.3,14,5.17
2431,Truck,Rainy,Medium,71.73710729611635,4.5,23,31.43
51,Truck,Fog,Low,93.43667634107301,3.6,36,14.04
424,Air,Clear,Low,89.9329643759206,4.6,17,5.52
2390,Air,Fog,Medium,76.84401598459138,3.1,45,45.1
2934,Air,Clear,High,104.38007144603668,2.1,5,38.23
602,Truck,Rainy,High,119.64517454496323,4.5,3,10.81
2415,Rail,Clear,Low,89.78234105983563,3.2,9,23.06
1575,Ship,Rainy,Low,101.22793179586972,4.6,20,15.28
1901,Rail,Clear,Medium,118.14879711822428,1.2,20,23.87
430,Air,Storm,Medium,111.57674862234376,2.6,19,15.26
1696,Air,Clear,Low,93.1776111651343,4.8,21,9.83
63,Rail,Storm,Medium,106.87447422299597,2.0,16,10.07
553,Air,Clear,Low,76.4067520125262,4.8,33,7.73
2328,Ship,Clear,Low,95.60519277318997,4.8,5,13.64
2058,Air,Fog,High,83.95301385899683,4.5,24,39.39
179,Ship,Fog,Low,78.05818439480805,3.3,15,1.9
887,Rail,Rainy,Medium,91.31404531272675,3.6,26,15.88
2988,Rail,Fog,High,76.55072772168072,4.5,44,52.25
2090,Air,Clear,High,104.94925540872427,4.1,25,41.14
77,Ship,Fog,Medium,92.81200220266678,3.5,28,4.89
2163,Air,Clear,Medium,96.55723162823318,4.9,33,27.22
1302,Truck,Storm,Medium,77.31879693340785,3.7,46,38.09
310,Truck,Clear,Low,76.98858305467472,4.9,18,7.98
2096,Truck,Rainy,High,99.1707717630062,1.2,18,42.28
1522,Truck,Storm,Low,119.25048739147232,1.6,38,43.39
1497,Air,Rainy,Low,74.81252916188627,2.8,33,32.03
509,Truck,Rainy,Low,84.28657142828907,2.5,27,14.48
350,Ship,Rainy,Low,113.47295582689438,4.1,15,1.94
2384,Rail,Fog,High,73.61360061276184,1.6,44,56.53
679,Rail,Rainy,High,113.79428606834756,4.9,13,13.93
319,Truck,Storm,Low,96.21429916873755,2.3,34,21.91
2689,Truck,Clear,Medium,90.41333869632129,2.7,4,28.48
2043,Truck,Rainy,High,85.48402821757279,2.1,35,40.69
1678,Air,Storm,Low,84.85585790639209,3.3,19,28.03
1851,Rail,Rainy,Medium,85.29012912247394,1.2,31,36.08
2941,Truck,Clear,Medium,114.2401540480098,1.6,25,38.27
911,Ship,Storm,Low,106.18976150873928,4.0,40,33.05
1330,Truck,Storm,High,103.48615039155753,1.7,12,37.21
2230,Rail,Clear,Medium,109.93745744760004,1.9,12,20.59
1849,Truck,Storm,High,82.85573315020724,4.2,42,51.01
1756,Rail,Clear,High,100.90214060408779,1.4,25,42.01
2610,Truck,Storm,Medium,93.00331194789754,2.7,33,42.42
2410,Ship,Storm,Low,109.12208176000968,1.1,37,52.65
625,Truck,Clear,Medium,85.46280552366427,2.4,28,11.3
2983,Ship,Clear,Medium,102.15893084349479,3.8,43,48.84
2053,Ship,Storm,High,114.11062059086566,1.4,9,45.29
1357,Truck,Storm,Low,90.10752380974644,4.6,14,19.6
2006,Ship,Clear,High,73.33110436837308,4.6,3,31.41
2784,Air,Fog,Medium,95.80254111708965,1.4,5,33.07
2070,Truck,Clear,Low,87.29862439035129,5.0,26,27.23
2262,Truck,Storm,Low,103.61126902735874,2.2,41,51.97
2402,Ship,Storm,Low,117.5516462374303,1.3,18,45.34
1705,Ship,Storm,Low,94.28041589984235,1.0,38,39.07
1629,Truck,Clear,Low,93.30951150777669,2.6,21,22.56
1897,Air,Storm,Medium,102.729240009573,3.5,39,43.39
2253,Ship,Fog,Medium,75.17487517967838,2.3,16,23.93
1440,Ship,Rainy,Medium,82.67530944625074,4.3,40,28.12
1792,Rail,Fog,High,115.94896627501993,3.9,23,35.78
1975,Air,Clear,Low,103.4971306681883,2.4,29,27.34
669,Air,Storm,Low,70.67220219917081,3.9,10,13.62
1324,Truck,Clear,Medium,80.231273627951,4.8,5,2.04
1006,Air,Rainy,Low,104.14186330144494,1.4,11,3.83
1989,Truck,Clear,High,108.21996012812872,2.2,29,41.88
2431,Rail,Storm,Low,111.9929786337021,2.9,45,50.88
1018,Air,Rainy,Low,84.60884016910225,3.0,27,17.92
2608,Ship,Rainy,High,116.55142981387813,3.2,34,39.75
1366,Rail,Storm,Medium,97.64734467889463,2.2,14,25.33
1093,Truck,Storm,Medium,104.82695111939464,3.7,41,39.51
331,Rail,Storm,Low,99.8369431389954,3.6,42,27.11
2894,Truck,Clear,High,76.13700273373102,3.3,10,35.49
2216,Rail,Fog,Medium,118.15573296924399,1.5,42,41.2
1108,Truck,Clear,Medium,76.14377899470763,2.9,11,4.6
247,Air,Clear,Medium,82.74409782055918,2.4,11,6.29
2582,Ship,Fog,Low,110.68139401114901,3.0,35,31.04
1132,Truck,Storm,High,100.92984807505508,4.7,19,24.72
2934,Rail,Storm,Low,111.90745826881785,2.9,24,40.29
1234,Truck,Fog,Medium,95.78680941870225,1.1,1,9.76
1058,Truck,Fog,High,88.84966176833174,2.8,12,17.22
2788,Truck,Clear,Low,116.09227497738925,4.3,47,42.77
1279,Rail,Rainy,Medium,71.81261587573974,4.1,14,7.06
1085,Ship,Fog,Medium,112.8065110176523,3.1,3,11.18
539,Air,Clear,Low,81.54088925938908,2.0,45,28.06
325,Ship,Rainy,Medium,112.4368163876984,2.9,32,12.58
2790,Truck,Storm,Medium,76.95983067084428,3.3,16,36.91
2339,Rail,Storm,High,99.01094818452702,5.0,38,47.49
1289,Ship,Clear,Medium,114.40539595057359,3.6,10,9.14
1324,Truck,Clear,Low,93.67698234494452,3.8,17,7.14
175,Air,Fog,High,107.32833369016964,3.0,40,18.95
266,Air,Storm,Low,110.23358089277792,2.4,4,14.16
1258,Air,Clear,Medium,106.82471043583897,4.3,15,12.99
1296,Truck,Storm,High,116.26648684372992,3.0,33,49.63
2592,Rail,Storm,High,92.34171152599643,5.0,39,51.92
2524,Ship,Fog,High,78.65627195825779,2.8,10,30.83
968,Air,Rainy,High,72.39055318512399,1.3,7,16.54
1367,Truck,Fog,Low,82.32299348187526,3.7,33,21.17
2248,Truck,Clear,Medium,77.1598751940121,1.2,17,25.28
2481,Ship,Fog,Medium,97.89743707172403,2.0,12,28.16
1711,Air,Fog,High,79.2472668605866,2.4,17,28.96
357,Truck,Storm,Medium,71.94668536446856,4.0,47,26.52
1409,Ship,Fog,Low,71.7994914434334,3.0,16,22.35
2019,Rail,Clear,Medium,111.57847491824307,1.1,14,34.47
2843,Rail,Rainy,Low,99.57249657215124,3.5,3,28.76
941,Rail,Fog,Low,87.90426509466892,2.6,44,29.0
424,Air,Fog,Medium,114.71140213701234,4.7,30,13.65
2083,Ship,Rainy,Low,73.50983057038567,3.0,46,47.11
1414,Ship,Clear,Low,119.01610363639129,3.8,41,30.84
178,Truck,Clear,Low,100.81458951272305,1.9,35,12.55
1064,Truck,Fog,Low,79.17321269844243,4.0,26,17.6
1849,Truck,Storm,High,103.95345494884842,3.9,12,37.82
2766,Ship,Fog,Medium,108.16906298917813,4.6,31,28.99
1431,Truck,Rainy,High,91.46713916853872,1.1,17,27.19
566,Ship,Rainy,Low,113.08163031227737,2.8,37,24.06
1568,Ship,Rainy,Medium,77.53662036482352,3.7,8,3.16
135,Rail,Fog,Low,83.94187917888041,1.4,19,1.8
1248,Truck,Fog,Medium,74.67461807919949,2.6,26,19.4
2408,Rail,Clear,High,80.5438920303676,4.8,4,26.25
1192,Air,Storm,Medium,81.93644059555726,2.7,15,17.23
2524,Air,Fog,Low,115.8816595460855,4.9,47,38.31
2043,Air,Clear,Medium,73.90548443755782,1.2,14,30.8
2211,Ship,Fog,Medium,91.37075600938547,3.9,30,29.65
352,Ship,Clear,High,96.61993436134566,3.3,42,30.62
2841,Ship,Clear,Low,114.93465269010804,3.0,24,31.45
637,Truck,Storm,Medium,119.88481093306068,4.9,46,25.52
1036,Rail,Fog,High,107.66940574599178,1.5,43,41.1
1913,Ship,Clear,Medium,118.53954952845147,4.6,34,28.78
394,Rail,Rainy,Low,109.3550566267937,3.8,19,-0.09
863,Rail,Rainy,Medium,118.16013204857083,2.0,3,2.13
2037,Rail,Rainy,Medium,105.36353629722277,4.6,4,20.99
2898,Truck,Storm,Medium,73.98817127255356,2.7,11,34.46
1360,Truck,Clear,Medium,90.09600934963382,4.3,13,16.17
2049,Air,Storm,Low,102.32986419012352,2.6,18,31.9
1727,Air,Fog,High,87.53592547271255,4.4,19,25.95
1377,Rail,Fog,High,83.66919590568892,3.5,44,38.24
1142,Air,Clear,Medium,98.86996335665455,1.6,33,14.22
2458,Rail,Rainy,Low,116.67509383512174,3.6,38,29.07
1059,Truck,Clear,Low,71.74909367580767,1.8,3,8.92
753,Truck,Clear,Low,108.46156017707189,2.6,35,16.21
624,Truck,Clear,Low,106.13636390223135,1.7,1,8.32
1658,Ship,Storm,Low,118.19767126941436,1.1,35,33.85
1162,Rail,Fog,Low,116.53556111662718,1.8,36,28.85
737,Truck,Clear,Medium,108.11162810220964,3.1,38,13.29
2878,Rail,Clear,High,96.02043823412993,2.9,39,48.72
2682,Air,Clear,High,80.21337766167599,3.0,25,36.0
2686,Air,Storm,Medium,97.26178591627871,2.0,40,62.37
